ID;Species;Location;Date.Collected;NoIndiv;Dry.Mass.mg;Dry.Mass.mg.Average;Dry.Mass.mg.Range.;DryMass;Body.Length.mm;Body.Length.mm.Average;Body.Length.mm.Range;BodyL;Head.Width.mm;Head.Width.mm.Average;Head.Width.mm.Range;HeadW;d13C;C Amount (ug);d15N;N.Amount.ug;Issues
BU 210;Buenoa;DC108_1;7/15/2015;1;1.32;NA;NA;1.32;4.466;NA;NA;4.466;NA;NA;NA;NA;-34.87;585.34;2.96;157.13;
BU357;Buenoa;DC108_1;7/15/2015;1;1.34;NA;NA;1.34;4.487;NA;NA;4.487;NA;NA;NA;NA;-33.71;649.83;2.88;178.28;
Bu22;Buenoa;DC108_1;7/15/2015;1;1.5;NA;NA;1.5;4.581;NA;NA;4.581;NA;NA;NA;NA;-36.94;764.73;3.64;196.27;
Bu47;Buenoa;DC108_1;7/15/2015;1;1.51;NA;NA;1.51;4.519;NA;NA;4.519;NA;NA;NA;NA;-37.99;770.26;3.28;213.61;
BU114;Buenoa;DC108_1;7/15/2015;1;1.62;NA;NA;1.62;4.675;NA;NA;4.675;NA;NA;NA;NA;-37.16;777.62;2.93;199.77;
BU170;Buenoa;DC108_1;7/15/2015;1;1.62;NA;NA;1.62;6.423;NA;NA;6.423;NA;NA;NA;NA;-36.17;758.93;3.41;218.06;
BU196;Buenoa;DC108_1;7/15/2015;1;1.67;NA;NA;1.67;5.871;NA;NA;5.871;NA;NA;NA;NA;-36.34;776.52;3.6;212.35;
BU228-BU232;Buenoa;DC108_1;7/15/2015;2;2.09,1.29;1.69;0.8;1.69;4.752,3.999;43.755;0.753;43.755;NA;NA;NA;NA;-35.35;491.34;2.41;129.22;
Bu20;Buenoa;DC108_1;7/15/2015;1;1.7;NA;NA;1.7;4.12;NA;NA;4.12;NA;NA;NA;NA;-36.93;745.93;3.55;182.35;
BU122;Buenoa;DC108_1;7/15/2015;1;1.7;2.13;0.1;1.7;4.607;NA;NA;4.607;NA;NA;NA;NA;-34.92;811.78;2.35;224.89;
BU110;Buenoa;DC108_1;7/15/2015;1;1.7;NA;NA;1.7;4.768;NA;NA;4.768;NA;NA;NA;NA;-38.36;744.65;3.27;204.35;
Bu11-Bu37;Buenoa;DC108_1;7/15/2015;2;2.6,0.90;1.75;1.7;1.75;4.945,2.714;38.295;2.231;38.295;NA;NA;NA;NA;-36.37;218.28;3.62;56.77;
Bu45;Buenoa;DC108_1;7/15/2015;1;1.76;NA;NA;1.76;4.65;NA;NA;4.65;NA;NA;NA;NA;-34.58;669.92;2.87;178.87;
BU395;Buenoa;DC108_1;7/15/2015;1;1.79;NA;NA;1.79;4.789;NA;NA;4.789;NA;NA;NA;NA;-34.05;852.74;3.05;236.1;
BU140;Buenoa;DC108_1;7/15/2015;1;1.82;NA;NA;1.82;4.834;NA;NA;4.834;NA;NA;NA;NA;-36.1;860.42;2.55;224.89;
BU144;Buenoa;DC108_1;7/15/2015;1;1.83;NA;NA;1.83;4.86;NA;NA;4.86;NA;NA;NA;NA;-35.09;873.71;2.8;237.39;
BU164;Buenoa;DC108_1;7/15/2015;1;1.89;NA;NA;1.89;5.182;NA;NA;5.182;NA;NA;NA;NA;-34.84;911.46;3.23;240.8;
Bu30;Buenoa;DC108_1;7/15/2015;1;1.9;NA;NA;1.9;4.889;NA;NA;4.889;NA;NA;NA;NA;-37.42;977.85;3.18;254.94;
BU197-BU198;Buenoa;DC108_1;7/15/2015;2;2.14,1.94;2.04;0.2;2.04;5.17,4.720;4.945;0.45;4.945;NA;NA;NA;NA;-36.6;386.28;3.42;107.1;
Bu49-Bu52;Buenoa;DC108_1;7/15/2015;2;2.11,2.12;2.115;0.1;2.115;4.722,4.865;47.935;0.143;47.935;NA;NA;NA;NA;-35.88;842.43;3.26;222.83;
BU121-BU126;Buenoa;DC108_1;7/15/2015;2;2.08,2.18;2.13;0.1;2.13;5.504,1.207;33.555;4.297;33.555;NA;NA;NA;NA;-35.56;779.83;3.25;204.35;
Bu44-Bu48;Buenoa;DC108_1;7/15/2015;2;2.36,1.93;2.145;0.43;2.145;5.578,4.885;52.315;0.693;52.315;NA;NA;NA;NA;-37.05;511.7;3.59;141.5;
Bu28-Bu29;Buenoa;DC108_1;7/15/2015;2;2.8,1.5;2.15;1.3;2.15;5.061,5.513;5.287;0.452;5.287;NA;NA;NA;NA;-36.5;574.59;3.61;146.51;
BU350;Buenoa;DC108_1;7/15/2015;1;2.21;NA;NA;2.21;5.083;NA;NA;5.083;NA;NA;NA;NA;-36.38;374.12;3.41;84.41;
Bu24-Bu27;Buenoa;DC108_1;7/15/2015;2;2.6,2.1;2.35;0.5;2.35;6.204,5.245;57.245;0.959;57.245;NA;NA;NA;NA;-36.24;665.1;3.91;176.14;
BU380-BU384;Buenoa;DC108_1;7/15/2015;2;2.99,2.02;2.505;0.97;2.505;1.595,4.975;3.285;3.38;3.285;NA;NA;NA;NA;-36.47;708.07;3.7;195.76;
Bu10-Bu17;Buenoa;DC108_1;7/15/2015;2;2.6,2.9;2.75;0.3;2.75;5.910,6.895;64.025;0.985;64.025;NA;NA;NA;NA;-37.7;771.63;3.85;184.06;
Bu5-Bu6;Buenoa;DC108_1;7/15/2015;2;3.5,2.7;3.1;0.8;3.1;6.655,5.679;6.167;0.976;6.167;NA;NA;NA;NA;-37.35;715.52;3.91;167.05;
Bu43;Buenoa;DC108_1;7/15/2015;1;3.14;NA;NA;3.14;5.805;NA;NA;5.805;NA;NA;NA;NA;-36.72;647.97;4.06;148.53;
BU111;Buenoa;DC108_1;7/15/2015;1;3.17;NA;NA;3.17;6.073;NA;NA;6.073;NA;NA;NA;NA;-37.94;611.4;3.87;147.85;
BU101;Buenoa;DC108_1;7/15/2015;1;3.2;NA;NA;3.2;5.976;NA;NA;5.976;NA;NA;NA;NA;-36.76;599.83;4.01;142.67;
BU106;Buenoa;DC108_1;7/15/2015;1;3.23;NA;NA;3.23;6.165;NA;NA;6.165;NA;NA;NA;NA;-27.35;288.44;5.48;72.81;
Bu18-Bu21;Buenoa;DC108_1;7/15/2015;2;3.2,3.6;3.4;0.4;3.4;7.315,6.051;6.683;1.264;6.683;NA;NA;NA;NA;-32.71;583.29;4.15;138.48;
Bu50;Buenoa;DC108_1;7/15/2015;1;3.68;NA;NA;3.68;6.059;NA;NA;6.059;NA;NA;NA;NA;-35.98;651.26;3.03;162.56;
Bu8;Buenoa;DC108_1;7/15/2015;1;4.1;NA;NA;4.1;6.136;NA;NA;6.136;NA;NA;NA;NA;-36.28;530.11;3.5;112.05;
Bu9;Buenoa;DC108_1;7/15/2015;1;4.1;NA;NA;4.1;6.402;NA;NA;6.402;NA;NA;NA;NA;-37.26;422.23;3.96;92.75;
Bu15;Buenoa;DC108_1;7/15/2015;1;4.2;NA;NA;4.2;5.97;NA;NA;5.97;NA;NA;NA;NA;-36.31;413.64;4.18;82.59;
BU74;Buenoa;DC108_1;7/15/2015;1;4.22;NA;NA;4.22;6.3;NA;NA;6.3;NA;NA;NA;NA;-34.96;683.11;3.74;168.39;
BU182;Buenoa;DC108_1;7/15/2015;1;4.57;NA;NA;4.57;6.015;NA;NA;6.015;NA;NA;NA;NA;-36.19;527.99;3.05;139.71;
Bu26;Buenoa;DC108_1;7/15/2015;1;5;NA;NA;5;6.331;NA;NA;6.331;NA;NA;NA;NA;-31.88;707.83;5.31;164.78;
Bu23;Buenoa;DC108_1;7/15/2015;1;5;NA;NA;5;6.52;NA;NA;6.52;NA;NA;NA;NA;-36.06;494.41;3.94;101.49;
Bu16;Buenoa;DC108_1;7/15/2015;1;5.1;NA;NA;5.1;6.659;NA;NA;6.659;NA;NA;NA;NA;-35.59;462.05;3.33;115.64;
Bu4;Buenoa;DC108_1;7/15/2015;1;5.1;NA;NA;5.1;6.762;NA;NA;6.762;NA;NA;NA;NA;-35.54;700.15;3.72;168.19;
Bu14;Buenoa;DC108_1;7/15/2015;1;5.1;NA;NA;5.1;6.794;NA;NA;6.794;NA;NA;NA;NA;-31.82;399.69;6.62;99.51;
Bu13;Buenoa;DC108_1;7/15/2015;1;5.2;NA;NA;5.2;6.942;NA;NA;6.942;NA;NA;NA;NA;-28.19;624.68;6.91;122.35;
Bu25;Buenoa;DC108_1;7/15/2015;1;5.2;NA;NA;5.2;7.026;NA;NA;7.026;NA;NA;NA;NA;-33.8;512.79;6.67;126.97;
Bu7;Buenoa;DC108_1;7/15/2015;1;5.4;NA;NA;5.4;6.494;NA;NA;6.494;NA;NA;NA;NA;-32.24;779.35;4.52;193.1;
BU100;Buenoa;DC108_1;7/15/2015;1;6.55;NA;NA;6.55;6.723;NA;NA;6.723;NA;NA;NA;NA;-36.15;617.32;3.27;128.59;
D84;Cybister;DC108_1;5/20/2015;1;1.6;NA;NA;1.6;3.248;NA;NA;3.248;2.229;NA;NA;2.229;-30.66;777.88;3.38;237.92;
D89;Cybister;DC108_1;5/20/2015;1;1.8;NA;NA;1.8;3.159;NA;NA;3.159;2.124;NA;NA;2.124;-31.87;873.06;3.94;265.24;
D83;Cybister;DC108_1;5/20/2015;1;1.9;NA;NA;1.9;3.297;NA;NA;3.297;2.281;NA;NA;2.281;-30.45;876.39;3.45;265.24;
D81;Cybister;DC108_1;5/20/2015;1;1.9;NA;NA;1.9;3.175;NA;NA;3.175;2.399;NA;NA;2.399;-31.93;1010.21;2.83;305.52;
D65;Cybister;DC108_1;06/10/2015;1;2;NA;NA;2;3.205;NA;NA;3.205;2.228;NA;NA;2.228;-32.2;930.89;2.83;282.12;
D87;Cybister;DC108_1;5/20/2015;1;2;NA;NA;2;3.401;NA;NA;3.401;2.281;NA;NA;2.281;-31;135.48;2.87;39.93;
D82;Cybister;DC108_1;5/20/2015;1;2;NA;NA;2;3.06;NA;NA;3.06;2.294;NA;NA;2.294;-32.06;1043.84;2.97;315.46;
D71- D88;Cybister;DC108_1;06/10/2015;2;2.4,2.4;2.4;0;2.4;3.387,3.283;3.335;0.104;3.335;2.272,2.249;22.605;0.023;22.605;-31.23;398.73;3.06;120.1;
D86- D91;Cybister;DC108_1;5/20/2015;2;2.1,2.9;2.5;0.8;2.5;3.243,2.782;30.125;0.461;30.125;2.283,2.058;21.705;0.225;21.705;-31.13;915.3;3.03;278.76;
D66- D68;Cybister;DC108_1;06/10/2015;2;2.4,2.7;2.55;0.3;2.55;3.226,3.19;3.208;0.036;3.208;2.205,2.281;2.243;0.076;2.243;-31.45;302.25;3.42;89.39;
D30;Cybister;DC108_1;06/10/2015;1;2.9;NA;NA;2.9;3.311;NA;NA;3.311;2.339;NA;NA;2.339;-33.68;316.63;2.75;89.99;
D26;Cybister;DC108_1;06/10/2015;1;3.2;NA;NA;3.2;3.439;NA;NA;3.439;2.142;NA;NA;2.142;-31.94;260.18;3.2;75.82;
D29;Cybister;DC108_1;06/10/2015;1;3.3;NA;NA;3.3;2.968;NA;NA;2.968;2.042;NA;NA;2.042;-30.99;598.71;2.97;174.81;
D28;Cybister;DC108_1;06/10/2015;1;3.4;NA;NA;3.4;3.029;NA;NA;3.029;2.114;NA;NA;2.114;-31.75;487.22;2.96;145.13;
D80;Cybister;DC108_1;06/10/2015;1;3.7;NA;NA;3.7;3.141;NA;NA;3.141;2.346;NA;NA;2.346;-31.9;171.43;3.39;51.68;
D59;Cybister;DC108_1;06/10/2015;1;3.8;NA;NA;3.8;3.011;NA;NA;3.011;2.095;NA;NA;2.095;-32.98;198.98;2.06;53.05;
D72;Cybister;DC108_1;5/20/2015;1;3.9;NA;NA;3.9;3.29;NA;NA;3.29;2.249;NA;NA;2.249;-32.03;307.59;3.24;90.37;
D90;Cybister;DC108_1;5/20/2015;1;4;NA;NA;4;3.456;NA;NA;3.456;2.262;NA;NA;2.262;-32.79;346.12;2.88;98.09;
D77;Cybister;DC108_1;5/20/2015;1;4.3;NA;NA;4.3;3.045;NA;NA;3.045;2.143;NA;NA;2.143;-32.98;172.49;3.51;48.43;
D75;Cybister;DC108_1;06/02/2015;1;5.3;NA;NA;5.3;3.17;NA;NA;3.17;2.164;NA;NA;2.164;-33.2;283.03;2.5;71.29;
D58;Cybister;DC108_1;06/10/2015;1;5.6;NA;NA;5.6;3.055;NA;NA;3.055;2.033;NA;NA;2.033;-33.99;414.88;2.03;98.33;
D25;Cybister;DC108_1;06/10/2015;1;5.8;NA;NA;5.8;3.646;NA;NA;3.646;2.299;NA;NA;2.299;-31.75;776.73;2.75;230.85;
D92;Cybister;DC108_1;5/20/2015;1;5.8;NA;NA;5.8;3.399;NA;NA;3.399;2.355;NA;NA;2.355;-32.82;318.29;2.78;92.95;
D24;Cybister;DC108_1;06/10/2015;1;7.1;NA;NA;7.1;3.378;NA;NA;3.378;2.098;NA;NA;2.098;-31.58;498.01;2.95;145.13;
D27;Cybister;DC108_1;06/10/2015;1;7.3;NA;NA;7.3;2.916;NA;NA;2.916;2.087;NA;NA;2.087;-32.49;674.93;2.55;201.82;
D20;Cybister;DC108_1;06/10/2015;1;7.4;NA;NA;7.4;3.293;NA;NA;3.293;2.208;NA;NA;2.208;-32.62;705.51;2.93;194.8;
D23;Cybister;DC108_1;06/10/2015;1;8.4;NA;NA;8.4;3.301;NA;NA;3.301;2.106;NA;NA;2.106;-32.48;495.86;2.65;140.35;
D69;Cybister;DC108_1;06/10/2015;1;8.4;NA;NA;8.4;3.072;NA;NA;3.072;2.31;NA;NA;2.31;-31.68;255.31;2.72;66.83;
D61;Cybister;DC108_1;06/10/2015;1;8.4;NA;NA;8.4;4.728;NA;NA;4.728;3.33;NA;NA;3.33;-33.53;287.3;2.74;84.73;
D49;Cybister;DC108_1;06/10/2015;1;8.5;NA;NA;8.5;4.69;NA;NA;4.69;3.372;NA;NA;3.372;-31.49;499.11;3.13;153.74;
D18;Cybister;DC108_1;06/10/2015;1;9.2;NA;NA;9.2;5.029;NA;NA;5.029;3.244;NA;NA;3.244;-31.91;434.46;2.53;134.36;
D70;Cybister;DC108_1;06/10/2015;1;9.3;NA;NA;9.3;3.1;NA;NA;3.1;2.172;NA;NA;2.172;-32.27;248.93;2.34;72.77;
D57;Cybister;DC108_1;06/10/2015;1;9.3;NA;NA;9.3;3.293;NA;NA;3.293;2.309;NA;NA;2.309;-33.29;649.33;2.66;158.5;
D79;Cybister;DC108_1;5/20/2015;1;9.4;NA;NA;9.4;2.9;NA;NA;2.9;2.128;NA;NA;2.128;-33.41;567.5;2.43;164.45;
D67;Cybister;DC108_1;06/10/2015;1;9.8;NA;NA;9.8;3.043;NA;NA;3.043;2.234;NA;NA;2.234;-33.19;404.11;2.19;105.53;
D22;Cybister;DC108_1;06/10/2015;1;9.9;NA;NA;9.9;3.368;NA;NA;3.368;2.158;NA;NA;2.158;-31.03;481.83;2.34;135.56;
D21;Cybister;DC108_1;06/10/2015;1;10.2;NA;NA;10.2;5.338;NA;NA;5.338;3.406;NA;NA;3.406;-31.62;487.22;2.82;140.35;
D52;Cybister;DC108_1;06/10/2015;1;10.3;NA;NA;10.3;5.536;NA;NA;5.536;3.739;NA;NA;3.739;-31.84;665.75;2.87;202.09;
D78;Cybister;DC108_1;5/20/2015;1;10.4;NA;NA;10.4;3.25;NA;NA;3.25;2.199;NA;NA;2.199;-32.9;345.05;3.31;103.7;
D74;Cybister;DC108_1;06/10/2015;1;10.4;NA;NA;10.4;3.383;NA;NA;3.383;2.298;NA;NA;2.298;-32.76;299.04;2.44;85.95;
D56;Cybister;DC108_1;06/10/2015;1;11.4;NA;NA;11.4;3.438;NA;NA;3.438;2.361;NA;NA;2.361;-32.49;522.96;2.4;138.18;
D64;Cybister;DC108_1;06/10/2015;1;11.6;NA;NA;11.6;3.108;NA;NA;3.108;2.151;NA;NA;2.151;-31.25;356.85;2.57;99.19;
D76;Cybister;DC108_1;5/20/2015;1;11.6;NA;NA;11.6;5.458;NA;NA;5.458;3.675;NA;NA;3.675;-33;541.41;3.22;165.63;
D85;Cybister;DC108_1;5/20/2015;1;11.7;NA;NA;11.7;4.565;NA;NA;4.565;3.148;NA;NA;3.148;-32.75;558.8;3.14;168;
D55;Cybister;DC108_1;06/10/2015;1;11.7;NA;NA;11.7;5.72;NA;NA;5.72;3.937;NA;NA;3.937;-32.96;983.35;3.16;301.08;
D19;Cybister;DC108_1;06/10/2015;1;12.3;NA;NA;12.3;3.167;NA;NA;3.167;2.101;NA;NA;2.101;-32.29;434.46;2.54;117.16;
D17;Cybister;DC108_1;06/10/2015;1;12.3;NA;NA;12.3;4.786;NA;NA;4.786;3.304;NA;NA;3.304;-31.65;670.56;2.87;204.16;
D53;Cybister;DC108_1;06/10/2015;1;12.9;NA;NA;12.9;3.334;NA;NA;3.334;2.233;NA;NA;2.233;-33.02;387.98;3;105.41;
D10;Cybister;DC108_1;06/10/2015;1;12.9;NA;NA;12.9;5.274;NA;NA;5.274;3.559;NA;NA;3.559;-32.03;495.86;2.81;133.16;
D63;Cybister;DC108_1;06/10/2015;1;13.3;NA;NA;13.3;5.138;NA;NA;5.138;3.481;NA;NA;3.481;-32.95;371.87;3.01;111.73;
D16;Cybister;DC108_1;06/10/2015;1;13.7;NA;NA;13.7;5.303;NA;NA;5.303;3.509;NA;NA;3.509;-30.51;372.22;2.98;115.83;
D12;Cybister;DC108_1;06/10/2015;1;14.2;NA;NA;14.2;4.941;NA;NA;4.941;3.128;NA;NA;3.128;-31.88;552.08;2.75;154.67;
D73;Cybister;DC108_1;5/20/2015;1;14.9;NA;NA;14.9;3.406;NA;NA;3.406;2.269;NA;NA;2.269;-32.29;539.24;2.95;152.55;
D47;Cybister;DC108_1;06/10/2015;1;15.2;NA;NA;15.2;5.226;NA;NA;5.226;3.544;NA;NA;3.544;-31.1;616.1;2.41;168.9;
D15;Cybister;DC108_1;06/10/2015;1;15.4;NA;NA;15.4;5.3;NA;NA;5.3;3.358;NA;NA;3.358;-32.49;549.91;2.9;161.8;
D62;Cybister;DC108_1;06/10/2015;1;16;NA;NA;16;3.302;NA;NA;3.302;2.299;NA;NA;2.299;-31.85;394.43;2.67;108.09;
D50;Cybister;DC108_1;06/10/2015;1;16.1;NA;NA;16.1;3.148;NA;NA;3.148;2.259;NA;NA;2.259;-32.72;731.61;2.62;190.4;
D54;Cybister;DC108_1;06/10/2015;1;17.3;NA;NA;17.3;5.769;NA;NA;5.769;3.87;NA;NA;3.87;-33.12;767.95;2.96;229.88;
D13;Cybister;DC108_1;06/10/2015;1;17.5;NA;NA;17.5;5.137;NA;NA;5.137;3.327;NA;NA;3.327;-32.74;337.99;2.34;93.53;
D51;Cybister;DC108_1;06/10/2015;1;17.7;NA;NA;17.7;3.613;NA;NA;3.613;2.468;NA;NA;2.468;-32.43;438.59;2.52;120.71;
D60;Cybister;DC108_1;06/10/2015;1;20.4;NA;NA;20.4;5.282;NA;NA;5.282;3.787;NA;NA;3.787;-32.87;368.65;2.76;108.82;
D11;Cybister;DC108_1;06/10/2015;1;21.6;NA;NA;21.6;5.656;NA;NA;5.656;3.676;NA;NA;3.676;-32.59;932.28;2.36;249.26;
D14;Cybister;DC108_1;06/10/2015;1;23.2;NA;NA;23.2;5.339;NA;NA;5.339;3.455;NA;NA;3.455;-33.09;728.49;2.44;192.46;
D48;Cybister;DC108_1;06/10/2015;1;25.3;NA;NA;25.3;5.302;NA;NA;5.302;3.721;NA;NA;3.721;-33.2;1043.48;2.45;281.12;
D8;Cybister;DC108_1;06/10/2015;1;28.5;NA;NA;28.5;8.225;NA;NA;8.225;5.425;NA;NA;5.425;-33.07;654.2;2.68;192.46;
D46;Cybister;DC108_1;06/10/2015;1;33.1;NA;NA;33.1;5.236;NA;NA;5.236;3.692;NA;NA;3.692;-33.06;520.7;3.1;147.52;
D7;Cybister;DC108_1;06/10/2015;1;34.7;NA;NA;34.7;9.002;NA;NA;9.002;5.773;NA;NA;5.773;-32.28;336.92;2.58;97.18;
D44;Cybister;DC108_1;06/10/2015;1;38.9;NA;NA;38.9;4.887;NA;NA;4.887;3.651;NA;NA;3.651;-32.96;303.83;2.98;88.04;
D37;Cybister;DC108_1;06/10/2015;1;44.3;NA;NA;44.3;8.364;NA;NA;8.364;5.341;NA;NA;5.341;-31.65;673.83;2.22;190.11;
D45;Cybister;DC108_1;06/10/2015;1;45;NA;NA;45;5.184;NA;NA;5.184;3.45;NA;NA;3.45;-33.11;632.42;2.53;173.63;
D4;Cybister;DC108_1;06/10/2015;1;45;NA;NA;45;NA;NA;NA;NA;NA;NA;NA;NA;-32.59;617.19;2.75;170.09;
D42;Cybister;DC108_1;06/10/2015;1;46;NA;NA;46;4.962;NA;NA;4.962;3.792;NA;NA;3.792;-32.38;596.54;2.93;157.04;
D6;Cybister;DC108_1;06/10/2015;1;46;NA;NA;46;8.149;NA;NA;8.149;5.18;NA;NA;5.18;-32.18;682.57;2.88;199.49;
D35;Cybister;DC108_1;06/10/2015;1;46.9;NA;NA;46.9;9.346;NA;NA;9.346;5.492;NA;NA;5.492;-31.67;710.98;3.18;212.31;
D9;Cybister;DC108_1;06/10/2015;1;48.8;NA;NA;48.8;5.787;NA;NA;5.787;3.615;NA;NA;3.615;-31.85;942.26;2.82;245.82;
D39;Cybister;DC108_1;06/10/2015;1;49.3;NA;NA;49.3;9.314;NA;NA;9.314;5.992;NA;NA;5.992;-31.06;645.49;2.59;188.94;
D36;Cybister;DC108_1;06/10/2015;1;53.9;NA;NA;53.9;9.553;NA;NA;9.553;5.502;NA;NA;5.502;-33.29;733.96;2.81;201.82;
D43;Cybister;DC108_1;06/10/2015;1;59.7;NA;NA;59.7;5.181;NA;NA;5.181;3.806;NA;NA;3.806;-33.65;859.29;2.65;226.23;
D5;Cybister;DC108_1;06/10/2015;1;60.6;NA;NA;60.6;8.489;NA;NA;8.489;5.414;NA;NA;5.414;-31.2;336.92;2.81;94.13;
D41;Cybister;DC108_1;06/10/2015;1;71.3;NA;NA;71.3;4.902;NA;NA;4.902;3.681;NA;NA;3.681;-32.38;704.42;2.96;183.06;
D40;Cybister;DC108_1;06/10/2015;1;72.6;NA;NA;72.6;6.18;NA;NA;6.18;3.955;NA;NA;3.955;-32.95;788.81;2.57;187.77;
D38;Cybister;DC108_1;06/10/2015;1;73.6;NA;NA;73.6;8.939;NA;NA;8.939;5.685;NA;NA;5.685;-32.52;588.94;2.57;157.04;
D2;Cybister;DC108_1;06/10/2015;1;78.4;NA;NA;78.4;7.132;NA;NA;7.132;5.073;NA;NA;5.073;-32.5;772.34;2.33;208.82;
D3;Cybister;DC108_1;06/10/2015;1;87;NA;NA;87;NA;NA;NA;NA;NA;NA;NA;NA;-32.13;411.89;2.87;113.3;
D33;Cybister;DC108_1;06/10/2015;1;119.3;NA;NA;119.3;9.229;NA;NA;9.229;5.44;NA;NA;5.44;-32.03;777.83;3.3;161.8;
D1;Cybister;DC108_1;06/10/2015;1;175.6;NA;NA;175.6;7.497;NA;NA;7.497;5.44;NA;NA;5.44;-32.33;723.01;3.05;179.53;
D31;Cybister;DC108_1;06/02/2015;1;217.1;NA;NA;217.1;9.724;NA;NA;9.724;5.275;NA;NA;5.275;-33.12;634.6;3.69;159.42;
D34;Cybister;DC108_1;06/10/2015;1;224.3;NA;NA;224.3;9.681;NA;NA;9.681;5.846;NA;NA;5.846;-32.84;787.71;2.83;195.98;
D32;Cybister;DC108_1;06/10/2015;1;259.7;NA;NA;259.7;8.368;NA;NA;8.368;4.443;NA;NA;4.443;-33.03;457.05;3.89;104.82;
Er90- Er95;Erythemis;DC108_1;09/04/2013;2;0.2,0.4;0.3;0.2;0.3;NA;NA;NA;NA;1.78,1.79;1.785;0.01;1.785;-28.53;546.44;1.01;133.77;
E41-E46-E66;Erythemis;NicksPond;7/14/2015;3;0.34,0.33,0.47;0.38;0.14;0.38;NA;NA;NA;NA;1.424,1.363,1.675;1.487.333.333;0.312;1.487.333.333;-29.27;571.47;2.59;154.38;
E69;Erythemis;NicksPond;7/14/2015;1;0.5;NA;NA;0.5;NA;NA;NA;NA;1.752;NA;NA;1.752;-27.22;267.38;2.09;72.04;
Er1-1D;Erythemis;Huntsville;08/10/2010;1;0.5;NA;NA;0.5;NA;NA;NA;NA;1.846;NA;NA;1.846;-26.95;320.43;2.74;80.05;
Er32- Er68;Erythemis;Huntsville;08/10/2010;2;0.6,0.4;0.5;0.2;0.5;NA;NA;NA;NA;1.718,1.188;1.453;0.53;1.453;-26.34;401.96;2.2;101.63;
Er2-1D;Erythemis;Huntsville;08/10/2010;1;0.6;NA;NA;0.6;NA;NA;NA;NA;1.655;NA;NA;1.655;-25.89;341.84;2.88;83.74;
Er31-1D;Erythemis;Huntsville;08/10/2010;1;0.6;NA;NA;0.6;NA;NA;NA;NA;1.655;NA;NA;1.655;-24.25;202.16;2.37;53.17;
Er9-1D;Erythemis;Huntsville;08/10/2010;1;0.6;NA;NA;0.6;NA;NA;NA;NA;1.73;NA;NA;1.73;-27.1;295.84;2.79;73.27;
Er3-1D;Erythemis;Huntsville;08/10/2010;1;0.6;NA;NA;0.6;NA;NA;NA;NA;1.892;NA;NA;1.892;-24.1;383.68;2.64;98.7;
Er97;Erythemis;DC108_1;09/04/2013;1;0.7;NA;NA;0.7;NA;NA;NA;NA;1.64;NA;NA;1.64;-28.53;308.49;0.95;74.95;
Er5-1N;Erythemis;NicksPond;7/30/2015;1;0.7;NA;NA;0.7;NA;NA;NA;NA;1.657;NA;NA;1.657;-30.55;391.12;2.41;108.81;
Er35-1D;Erythemis;Huntsville;08/10/2010;1;0.7;NA;NA;0.7;NA;NA;NA;NA;1.682;NA;NA;1.682;-24.96;337.55;2.55;83.62;
E44;Erythemis;NicksPond;7/14/2015;1;0.7;NA;NA;0.7;NA;NA;NA;NA;1.766;NA;NA;1.766;-30.52;355.32;3.55;93.12;
Er89;Erythemis;DC108_1;09/04/2013;1;0.7;NA;NA;0.7;NA;NA;NA;NA;2.22;NA;NA;2.22;-28.94;407.65;1.64;101.08;
Er86;Erythemis;DC108_1;09/04/2013;1;0.7;NA;NA;0.7;NA;NA;NA;NA;2.44;NA;NA;2.44;-28.29;630.62;1.53;160.73;
Er10-1D;Erythemis;Huntsville;08/10/2010;1;0.8;NA;NA;0.8;NA;NA;NA;NA;1.66;NA;NA;1.66;-24.45;470.98;2.63;116.34;
E40;Erythemis;NicksPond;7/14/2015;1;0.8;NA;NA;0.8;NA;NA;NA;NA;1.735;NA;NA;1.735;-29.59;434.1;2.68;114.97;
E42;Erythemis;NicksPond;7/14/2015;1;0.8;NA;NA;0.8;NA;NA;NA;NA;1.816;NA;NA;1.816;-27.34;356.38;1.85;95.07;
E49;Erythemis;NicksPond;7/14/2015;1;0.8;NA;NA;0.8;NA;NA;NA;NA;1.971;NA;NA;1.971;-27.65;444.78;2.51;119.27;
E51;Erythemis;NicksPond;7/14/2015;1;0.8;NA;NA;0.8;NA;NA;NA;NA;2.007;NA;NA;2.007;-27.32;426.62;3.05;111.97;
E43;Erythemis;NicksPond;7/14/2015;1;0.9;NA;NA;0.9;NA;NA;NA;NA;1.967;NA;NA;1.967;-27.39;421.29;2.89;113.04;
Er30-1D;Erythemis;Huntsville;08/10/2010;1;0.9;NA;NA;0.9;NA;NA;NA;NA;2.49;NA;NA;2.49;-26.22;553.36;2.77;148.97;
E73;Erythemis;NicksPond;7/14/2015;1;1;NA;NA;1;NA;NA;NA;NA;1.704;NA;NA;1.704;-29.41;415.79;2.43;109.97;
Er25-1D;Erythemis;Huntsville;08/10/2010;1;1;NA;NA;1;NA;NA;NA;NA;1.734;NA;NA;1.734;-23.58;466.66;2.48;117.8;
E47;Erythemis;NicksPond;7/14/2015;1;1;NA;NA;1;NA;NA;NA;NA;1.74;NA;NA;1.74;-29.27;407.42;2.25;110.58;
E108;Erythemis;NicksPond;7/14/2015;1;1;NA;NA;1;NA;NA;NA;NA;1.806;NA;NA;1.806;-28.37;359;2.08;92.87;
